"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles"
"406","Unacknowledged: An Exposé of the World's
Greatest Secret","Unacknowledged: An Exposé of the World's
Greatest Secret","The Orchard","NR","2017","7.1","""Unacknowledged"" focuses on the historic
files of the Disclosure Project and how
UFO secrecy has been ruthlessly enforced
- and why. The best evidence for
Extraterrestrial contact, dating back
decades, is presented with direct top-
secret witness testimony, documents and
UFO footage, 80% of which has never been
revealed anywhere else. The behind-the-
scenes research and high level meetings
convened by Dr. Steven Greer will expose
the degree of illegal, covert operations
at the core of UFO secrecy. From
briefings with the CIA Director, top
Pentagon Generals and Admirals, to the
briefing of President Obama via senior
advisor John Podesta, chairman of the
Hillary Clinton Campaign - we take the
viewer behind the veil of secrecy and
into the corridors of real power where
the UFO secrets reside. The viewer will
learn that a silent coup d’état has
occurred dating back to the 1950s and
that the Congress, the President and
other world leaders have been sidelined
by criminal elements within the
Military-Industrial-Financial complex.","Documentary","N/A","N/A","We're not alone. We never were.","2017-05-09","Michael Mazzola - Stephen Peek","US","1:43:41","Michael Mazzola","Steven M Greer - Giancarlo Esposito -
Richard Doty"
"407","Underworld","Underworld","Lakeshore Entertainment","R","2003","3.1","Vampires and werewolves have waged a
nocturnal war against each other for
centuries. But all bets are off when a
female vampire warrior named Selene,
who's famous for her strength and
werewolf-hunting prowess, becomes
smitten with a peace-loving male
werewolf, Michael, who wants to end the
war.","Action - Thriller","N/A","N/A","Underworld","2003-09-19","Danny McBride","US","2:13:35","Len Wiseman","Kate Beckinsale - Scott Speedman -
Michael Sheen"
"408","Underworld: Awakening","Underworld: Awakening","Lakeshore Entertainment","R","2012","2.7","After being held in a coma-like state
for fifteen years, vampire Selene learns
that she has a fourteen-year-old
vampire/Lycan hybrid daughter named
Nissa, and when she finds her, they must
stop BioCom from creating super Lycans
that will kill them all.","Action - Horror","N/A","N/A","Vengeance Returns","2012-01-19","J. Michael Straczynski - Len Wiseman","US","1:28:34","Måns Mårlind - Björn Stein","Kate Beckinsale - Stephen Rea - Michael
Ealy"
"409","Underworld: Blood Wars","Underworld: Blood Wars","Lakeshore Entertainment","R","2016","1.9","Vampire death dealer Selene fends off
brutal attacks from both the Lycan clan
and the Vampire faction that betrayed
her. With her only allies, David and his
father Thomas, she must stop the eternal
war between Lycans and Vampires, even if
it means she has to make the ultimate
sacrifice.","Adventure - Action","N/A","N/A","Protect the Bloodline","2016-11-28","Cory Goodman","US","1:31:32","Anna Foerster","Kate Beckinsale - Theo James - Tobias
Menzies"
"410","Underworld: Evolution","Underworld: Evolution","Lakeshore Entertainment","R","2006","1.6","As the war between the vampires and the
Lycans rages on, Selene, a former member
of the Death Dealers (an elite vampire
special forces unit that hunts
werewolves), and Michael, the werewolf
hybrid, work together in an effort to
unlock the secrets of their respective
bloodlines.","Sci-Fi - Adventure","N/A","N/A","My God. Brother, what have you done?","2006-01-12","Danny McBride","US","1:46:24","Len Wiseman","Kate Beckinsale - Scott Speedman - Tony
Curran"
"3967","Underworld: Rise of the Lycans","Underworld: Rise of the Lycans","Lakeshore Entertainment","R","2009","2.9","A prequel to the first two Underworld
films, this fantasy explains the origins
of the feud between the Vampires and the
Lycans. Aided by his secret love, Sonja,
courageous Lucian leads the Lycans in
battle against brutal Vampire king
Viktor. Determined to break the king's
enslavement of his people, Lucian faces
off against the Death Dealer army in a
bid for Lycan independence.","Sci-Fi - Adventure","N/A","N/A","Every war has a beginning.","2009-01-22","Danny McBride","NZ","1:32:28","Patrick Tatopoulos","Bill Nighy - Michael Sheen - Rhona Mitra"
"390","The Untouchables","Untouchables","Paramount Pictures","R","1987","8.0","Young Treasury Agent Elliot Ness arrives
in Chicago and is determined to take
down Al Capone, but it's not going to be
easy because Capone has the police in
his pocket. Ness meets Jimmy Malone, a
veteran patrolman and probably the most
honorable one on the force. He asks
Malone to help him get Capone, but
Malone warns him that if he goes after
Capone, he is going to war.","Crime - Drama","N/A","N/A","What are you prepared to do?","1987-06-02","David Mamet","US","1:59:27","Brian De Palma","Kevin Costner - Sean Connery - Charles
Martin Smith"
"391","The Usual Suspects","Usual Suspects","Blue Parrot Productions","R","1995","8.8","Held in an L.A. interrogation room,
Verbal Kint attempts to convince the
feds that a mythic crime lord, Keyser
Soze, not only exists, but was also
responsible for drawing him and his four
partners into a multi-million dollar
heist that ended with an explosion in
San Pedro harbor – leaving few
survivors. Verbal lures his
interrogators with an incredible story
of the crime lord's almost supernatural
prowess.","Crime - Drama","N/A","N/A","Five Criminals. One Line Up. No
Coincidence.","1995-07-19","Christopher McQuarrie","US","1:46:05","Bryan Singer","Stephen Baldwin - Gabriel Byrne - Chazz
Palminteri"
"411","Valerian and the City of a Thousand
Planets","Valerian and the City of a Thousand
Planets","Belga Films","PG-13","2017","4.9","In the 28th century, Valerian and
Laureline are special operatives charged
with keeping order throughout the human
territories. On assignment from the
Minister of Defense, the two undertake a
mission to Alpha, an ever-expanding
metropolis where species from across the
universe have converged over centuries
to share knowledge, intelligence, and
cultures. At the center of Alpha is a
mysterious dark force which threatens
the peaceful existence of the City of a
Thousand Planets, and Valerian and
Laureline must race to identify the
menace and safeguard not just Alpha, but
the future of the universe.","Sci-Fi - Adventure","N/A","N/A","N/A","2017-07-20","Luc Besson","US","2:17:03","Luc Besson","Dane DeHaan - Cara Delevingne - Clive
Owen"
"412","Varsity.Blues.1999.720p.BluRay.H264.AAC-
RARBG","Varsity.Blues.1999.720p.BluRay.H264.AAC-
RARBG","Paramount Pictures","R","1999","4.0","In small-town Texas, high school
football is a religion, 17-year-old
schoolboys carry the hopes of an entire
community onto the gridiron every Friday
night. When star quarterback Lance
Harbor suffers an injury, the Coyotes
are forced to regroup under the
questionable leadership of John Moxon, a
second-string quarterback with a
slightly irreverent approach to the
game.","Sport - Romance","N/A","N/A","It takes a hero to know what's worth
winning.","1999-01-15","W. Peter Iliff","US","1:44:41","Brian Robbins","James Van Der Beek - Amy Smart - Jon
Voight"
"413","Volcano","Volcano","Twentieth Century Fox Film Corporation","PG-13","1997","4.6","An earthquake shatters a peaceful Los
Angeles morning and opens a fissure deep
into the earth, causing lava to start
bubbling up. As a volcano begins forming
in the La Brea Tar Pits, the director of
the city's emergency management service,
Mike Roark, working with geologist Amy
Barnes, must then use every resource in
the city to try and stop the volcano
from consuming Los Angeles.","Sci-Fi - Drama","N/A","N/A","The coast is toast","1997-04-25","Jerome Armstrong - Billy Ray","US","1:43:51","Mick Jackson","Tommy Lee Jones - Anne Heche - Gaby
Hoffmann"
"414","W.","W.","Ixtlan Productions","PG-13","2008","5.9","Whether you love him or hate him, there
is no question that George W. Bush is
one of the most controversial public
figures in recent memory. W takes
viewers through Bush’s eventful life --
his struggles and triumphs, how he found
both his wife and his faith, and of
course the critical days leading up to
Bush’s decision to invade Iraq.","Biography - History","N/A","N/A","A life misunderestimated.","2008-10-17","Stanley Weiser","CN","2:03:57","Oliver Stone","Josh Brolin - Elizabeth Banks - Toby
Jones"
"415","The Wall","Wall","Big Indie Pictures","R","2017","6.9","An American sniper and his spotter
engage in a deadly cat-and-mouse game
with an Iraqi sniper.","Drama - Thriller","N/A","N/A","This isn't war. It's a game.","2017-05-12","Dwain Worrell","US","1:29:48","Doug Liman","Aaron Taylor-Johnson - John Cena - Laith
Nakli"
"416","War Dogs","War Dogs","The Mark Gordon Company","R","2016","6.0","Based on the true story of two young
men, David Packouz and Efraim Diveroli,
who won a $300 million contract from the
Pentagon to arm America's allies in
Afghanistan.","Crime - Drama","N/A","N/A","An American dream","2016-08-17","Todd Phillips - Jason Smilovic","US","1:54:12","Todd Phillips","Miles Teller - Jonah Hill - Ana de Armas"
"417","War for the Planet of the Apes","War for the Planet of the Apes","River Road Entertainment","PG-13","2017","9.3","Caesar and his apes are forced into a
deadly conflict with an army of humans
led by a ruthless Colonel. After the
apes suffer unimaginable losses, Caesar
wrestles with his darker instincts and
begins his own mythic quest to avenge
his kind. As the journey finally brings
them face to face, Caesar and the
Colonel are pitted against each other in
an epic battle that will determine the
fate of both their species and the
future of the planet.","Sci-Fi - Drama","N/A","N/A","For freedom. For family. For the planet.","2017-07-11","Mark Bomback - Matt Reeves","NZ","2:20:09","Matt Reeves","Andy Serkis - Woody Harrelson - Steve
Zahn"
"418","The War Room","War Room","N/A","PG","1993","9.5","A behind-the-scenes documentary about
the Clinton for President campaign,
focusing on the adventures of spin
doctors James Carville and George
Stephanopoulos.","History - Documentary","N/A","N/A","They Changed The Way Campaigns Are Won","1993-12-05","N/A","US","1:36:04","Chris Hegedus - D.A. Pennebaker","James Carville - Heather Beckel"
"419","Warcraft","Warcraft","Universal Pictures","PG-13","2016","2.8","The peaceful realm of Azeroth stands on
the brink of war as its civilization
faces a fearsome race of invaders: orc
warriors fleeing their dying home to
colonize another. As a portal opens to
connect the two worlds, one army faces
destruction and the other faces
extinction. From opposing sides, two
heroes are set on a collision course
that will decide the fate of their
family, their people, and their home.","Adventure - Action","N/A","N/A","Two worlds. One home.","2016-05-25","Charles Leavitt - Duncan Jones","JP","2:03:07","Duncan Jones","Paula Patton - Travis Fimmel - Ben
Foster"
"420","Warrior","Warrior","Solaris Film","PG-13","2011","8.2","The inspirational story of an estranged
family that finds redemption in the
unlikeliest of places…the MMA ring.
Tommy Riordan (Tom Hardy), an ex-marine
with a tragic past, returns home and
enlists his father (Nick Nolte), a
recovering alcoholic and former
wrestling coach, to train him for
“Sparta”, the biggest MMA tournament
ever held. But when Tommy’s underdog
brother, Brendan (Joel Edgerton), fights
his way into the tournament, the two
brothers must finally confront each
other and the forces that pulled them
apart. What ensues is the most gut-
wrenching, soul-stirring, and
unforgettable battle of their lives.","Sport - Drama","N/A","N/A","Fight for Family","2011-09-09","Gavin O'Connor - Anthony Tambakis","US","2:19:53","Gavin O'Connor","Tom Hardy - Jennifer Morrison - Nick
Nolte"
"3831","The Waterboy","Waterboy","Touchstone Pictures","PG-13","1998","3.5","Bobby Boucher is a water boy for a
struggling college football team. The
coach discovers Boucher's hidden rage
makes him a tackling machine whose bone-
crushing power might vault his team into
the playoffs.","Sport - Comedy","N/A","N/A","You can mess with him. But don't mess
with his water.","1998-11-06","Adam Sandler - Tim Herlihy","US","1:29:39","Frank Coraci","Adam Sandler - Kathy Bates - Fairuza
Balk"
"421","White Christmas","White Christmas","Paramount Pictures","Not Rated","1954","7.7","Two talented song-and-dance men team up
after the war to become one of the
hottest acts in show business.","Romance - Comedy","N/A","N/A","Joyous entertainment for every season,
any year!!!!","1954-10-13","Norman Krasna - Norman Panama","US","2:00:01","Michael Curtiz","Bing Crosby - Danny Kaye - Rosemary
Clooney"
"422","Wild Things","Wild Things","Mandalay Entertainment","R","1998","6.4","When teen-socialite Kelly Van Ryan and
troubled bad girl Suzie Toller accuse
guidance counselor Sam Lombardo of rape,
he's suspended by the school, rejected
by the town, and fighting to get his
life back. One cop suspects conspiracy,
but nothing is what it seems...","Crime - Mystery","N/A","N/A","They're dying to play with you.","1998-03-20","Stephen Peters","US","1:54:46","John McNaughton","Matt Dillon - Kevin Bacon - Denise
Richards"
"3969","Wild Wild West","Wild Wild West","Todman, Simon, LeMasters Productions","PG-13","1999","1.7","Legless Southern inventor Dr. Arliss
Loveless plans to rekindle the Civil War
by assassinating President U.S. Grant.
Only two men can stop him: gunfighter
James West and master-of-disguise and
inventor Artemus Gordon. The two must
team up to thwart Loveless' plans.","Action - Comedy","N/A","N/A","It's a whole new west.","1999-06-29","S. S. Wilson - Brent Maddock","US","1:46:00","Barry Sonnenfeld","Will Smith - Kevin Kline - Kenneth
Branagh"
